,size_sq_ft,propertyType,bedrooms,localityName,suburbName,companyName,rent
12806,640,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,12000
12807,450,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,7500
12808,765,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,10000
12809,630,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,12000
12810,450,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,10000
12811,900,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,12000
12812,930,Independent Floor,3,Uttam Nagar,West Delhi,Tanya Associates,12500
12813,900,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,11500
12814,600,Independent Floor,2,Uttam Nagar,West Delhi,Other,11000
12815,900,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,12000
12816,1000,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,12000
12817,600,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,8000
12818,600,Independent Floor,2,Uttam Nagar,West Delhi,Other,10000
12819,650,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,10000
12820,750,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,10000
12821,650,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,12000
12822,750,Independent Floor,2,Uttam Nagar,West Delhi,Makan Properties,12000
12823,750,Independent Floor,2,Uttam Nagar,West Delhi,Makan Properties,10000
12824,1000,Independent Floor,3,Uttam Nagar,West Delhi,Makan Properties,13500
12825,650,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,9000
12826,750,Independent Floor,2,Uttam Nagar,West Delhi,Makan Properties,10000
12827,750,Independent Floor,2,Uttam Nagar,West Delhi,Makan Properties,9000
12828,600,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,10000
12829,750,Independent Floor,2,Uttam Nagar,West Delhi,Other,10000
12830,850,Independent Floor,2,Uttam Nagar,West Delhi,Other,11500
12831,700,Independent Floor,2,Uttam Nagar,West Delhi,Other,10000
12832,500,Independent Floor,1,Uttam Nagar,West Delhi,Other,8000
12833,800,Independent Floor,2,Uttam Nagar,West Delhi,Other,11000
12834,600,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,7000
12835,300,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,5000
12836,750,Independent Floor,2,Uttam Nagar,West Delhi,Makan Properties,10000
12837,750,Independent Floor,2,Uttam Nagar,West Delhi,Makan Properties,11000
12838,500,Independent Floor,1,Uttam Nagar,West Delhi,Makan Properties,7500
12839,900,Independent Floor,3,Uttam Nagar,West Delhi,Makan Properties,14000
12840,900,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,11000
12841,320,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,5500
12842,425,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,6700
12843,450,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,10000
12844,450,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,7000
12845,900,Independent Floor,2,Uttam Nagar,West Delhi,Other,15000
12846,570,Apartment,2,Uttam Nagar,West Delhi,Other,6500
12847,750,Independent Floor,2,Uttam Nagar,West Delhi,Other,12000
12848,800,Independent Floor,2,Uttam Nagar,West Delhi,Other,12500
12849,450,Independent Floor,1,Uttam Nagar,West Delhi,Other,6000
12850,480,Apartment,2,Uttam Nagar,West Delhi,Other,6500
12851,1000,Apartment,2,Uttam Nagar,West Delhi,Other,14000
12852,450,Apartment,2,Uttam Nagar,West Delhi,Other,9000
12853,540,Independent Floor,2,Uttam Nagar,West Delhi,Other,12000
12854,540,Apartment,2,Uttam Nagar,West Delhi,Other,8500
12855,630,Independent Floor,2,Uttam Nagar,West Delhi,Other,10000
12856,450,Independent Floor,1,Uttam Nagar,West Delhi,Other,7500
12857,1150,Independent Floor,4,Uttam Nagar,West Delhi,Other,20000
12858,585,Independent Floor,2,Uttam Nagar,West Delhi,chopra build well,10500
12859,600,Independent Floor,2,Uttam Nagar,West Delhi,chopra build well,10000
12860,1000,Independent Floor,3,Uttam Nagar,West Delhi,chopra build well,15000
12861,720,Independent Floor,2,Uttam Nagar,West Delhi,chopra build well,15000
12862,720,Independent Floor,2,Uttam Nagar,West Delhi,chopra build well,11000
12863,650,Independent Floor,2,Uttam Nagar,West Delhi,chopra build well,15000
12864,540,Independent Floor,2,Uttam Nagar,West Delhi,chopra build well,10000
12865,640,Independent Floor,2,Uttam Nagar,West Delhi,chopra build well,11000
12866,500,Independent Floor,2,Uttam Nagar,West Delhi,Mittal Properties,11000
12867,550,Independent Floor,2,Uttam Nagar,West Delhi,Other,8000
12868,550,Independent Floor,2,Uttam Nagar,West Delhi,Other,8500
12869,550,Independent Floor,2,Uttam Nagar,West Delhi,Other,7700
12870,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,13000
12871,450,Independent Floor,2,Uttam Nagar,West Delhi,Other,9000
12872,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,15000
12873,585,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,9500
12874,810,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,15000
12875,585,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,11000
12876,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,16500
12877,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,17000
12878,720,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,13000
12879,800,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,11000
12880,540,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,12000
12881,900,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,12000
12882,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,16500
12883,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,17000
12884,450,Independent Floor,1,Uttam Nagar,West Delhi,Royal Associates,9000
12885,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,16500
12886,900,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,16500
12887,450,Independent Floor,1,Uttam Nagar,West Delhi,Royal Associates,9000
12888,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,16500
12889,675,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,10000
12890,900,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,12000
12891,720,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,14000
12892,540,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,10500
12893,900,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,17500
12894,585,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,10000
12895,1000,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,18000
12896,580,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,14000
12897,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,16500
12898,720,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,14000
12899,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,17000
12900,675,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,13000
12901,900,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,14000
12902,585,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,14000
12903,900,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,15000
12904,765,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,13000
12905,1000,Independent Floor,3,Uttam Nagar,West Delhi,Royal Associates,16500
12906,800,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,12000
12907,800,Independent Floor,2,Uttam Nagar,West Delhi,Royal Associates,12000
12908,850,Independent Floor,2,Uttam Nagar,West Delhi,Other,17500
12909,600,Independent Floor,3,Uttam Nagar,West Delhi,Other,11000
12910,450,Independent Floor,2,Uttam Nagar,West Delhi,Other,10500
12911,1000,Independent Floor,1,Uttam Nagar,West Delhi,Other,21000
12912,620,Independent Floor,2,Uttam Nagar,West Delhi,Other,11000
12913,1800,Independent Floor,3,Uttam Nagar,West Delhi,Other,20000
12914,450,Independent Floor,1,Uttam Nagar,West Delhi,Other,7000
12915,500,Independent Floor,1,Uttam Nagar,West Delhi,Other,8000
12916,550,Independent Floor,1,Uttam Nagar,West Delhi,Other,7000
12917,500,Independent Floor,2,Uttam Nagar,West Delhi,Other,8500
12918,600,Apartment,2,Uttam Nagar,West Delhi,Other,8000
12919,800,Independent House,3,Uttam Nagar,West Delhi,Other,15000
12920,450,Apartment,2,Uttam Nagar,West Delhi,Other,7000
12921,900,Independent Floor,2,Uttam Nagar,West Delhi,Other,10000
12922,540,Independent Floor,2,Uttam Nagar,West Delhi,Hans property,9000
12923,720,Independent Floor,2,Uttam Nagar,West Delhi,Other,9500
12924,450,Independent Floor,1,Uttam Nagar,West Delhi,Other,6500
12925,630,Apartment,1,Uttam Nagar,West Delhi,Other,9000
12926,450,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,7500
12927,500,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,7500
12928,930,Independent Floor,3,Uttam Nagar,West Delhi,Tanya Associates,15000
12929,750,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,10000
12930,900,Independent Floor,3,Uttam Nagar,West Delhi,Tanya Associates,12000
12931,450,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,7000
12932,630,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,10000
12933,450,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,7000
12934,330,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,5000
12935,630,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,11000
12936,450,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,8000
12937,630,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,10000
12938,320,Independent Floor,1,Uttam Nagar,West Delhi,Tanya Associates,5000
12939,720,Independent Floor,2,Uttam Nagar,West Delhi,Tanya Associates,10000
12940,800,Independent Floor,2,Uttam Nagar,West Delhi,Other,15000
12941,445,Apartment,1,Uttam Nagar,West Delhi,Other,9000
12942,660,Apartment,2,Uttam Nagar,West Delhi,Other,11000
12943,700,Independent Floor,1,Uttam Nagar,West Delhi,Other,8500
12944,490,Independent Floor,2,Uttam Nagar,West Delhi,user,12000
12945,1200,Apartment,1,Uttam Nagar,West Delhi,Other,18000
12946,700,Independent Floor,1,Uttam Nagar,West Delhi,Other,8500
12947,600,Independent Floor,2,Uttam Nagar,West Delhi,Other,12000
12948,579,Independent Floor,2,Uttam Nagar,West Delhi,Other,12000
12949,1100,Independent Floor,3,Uttam Nagar,West Delhi,Other,18000
12950,630,Apartment,1,Uttam Nagar,West Delhi,Other,10000
12951,1100,Independent Floor,2,Uttam Nagar,West Delhi,Other,14500
12952,1200,Apartment,3,Uttam Nagar,West Delhi,Other,18000
12953,1100,Independent Floor,3,Uttam Nagar,West Delhi,Other,15000
12954,900,Independent Floor,2,Uttam Nagar,West Delhi,Other,10000
12955,290,Apartment,1,Uttam Nagar,West Delhi,Other,6000
12956,702,Independent Floor,2,Uttam Nagar,West Delhi,Other,16000
12957,650,Independent Floor,2,Uttam Nagar,West Delhi,Gurmeet,10500
12958,500,Independent Floor,1,Uttam Nagar,West Delhi,Other,9500
12959,900,Independent Floor,2,Uttam Nagar,West Delhi,Other,13500
12960,720,Independent Floor,2,Uttam Nagar west,West Delhi,abhishek property,9500
12961,350,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,4500
12962,1000,Independent Floor,3,Uttam Nagar west,West Delhi,chopra build well,15000
12963,500,Independent Floor,1,Uttam Nagar west,West Delhi,Mittal Properties,7500
12964,450,Apartment,2,Uttam Nagar west,West Delhi,abhishek property,6200
12965,900,Independent Floor,3,Uttam Nagar west,West Delhi,Mittal Properties,17000
12966,750,Independent Floor,2,Uttam Nagar west,West Delhi,Mittal Properties,11500
12967,480,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,6300
12968,540,Independent Floor,2,Uttam Nagar west,West Delhi,chopra build well,9500
12969,500,Independent Floor,1,Uttam Nagar west,West Delhi,Other,12000
12970,500,Independent Floor,2,Uttam Nagar west,West Delhi,Mittal Properties,11000
12971,720,Independent Floor,2,Uttam Nagar west,West Delhi,chopra build well,11000
12972,500,Independent Floor,1,Uttam Nagar west,West Delhi,Mittal Properties,12000
12973,750,Independent Floor,2,Uttam Nagar west,West Delhi,Mittal Properties,13000
12974,900,Independent Floor,3,Uttam Nagar west,West Delhi,Mittal Properties,15000
12975,600,Independent Floor,2,Uttam Nagar west,West Delhi,Mittal Properties,10000
12976,480,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,6500
12977,500,Independent Floor,1,Uttam Nagar west,West Delhi,Mittal Properties,8000
12978,500,Independent Floor,1,Uttam Nagar west,West Delhi,Mittal Properties,6500
12979,680,Apartment,2,Uttam Nagar west,West Delhi,abhishek property,10000
12980,680,Independent Floor,2,Uttam Nagar west,West Delhi,abhishek property,10000
12981,488,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,6000
12982,485,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,6850
12983,485,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,7000
12984,468,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,6350
12985,485,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,11000
12986,468,Independent Floor,1,Uttam Nagar west,West Delhi,abhishek property,6800
12987,540,Independent Floor,1,Uttam Nagar west,West Delhi,Other,7000
12988,765,Independent Floor,3,Uttam Nagar west,West Delhi,Other,12000
12989,700,Independent Floor,2,Uttam Nagar west,West Delhi,abhishek property,9800
12990,450,Independent Floor,2,Uttam Nagar west,West Delhi,Other,10000
12991,450,Independent Floor,2,Uttam Nagar west,West Delhi,Other,10500
12992,360,Independent Floor,1,Uttam Nagar west,West Delhi,Other,7500
12993,375,Independent Floor,1,Uttam Nagar west,West Delhi,Other,6000
12994,1000,Independent Floor,3,Uttari Pitampura,Other,SL property,35000
12995,2750,Independent Floor,4,Uttari Pitampura,Other,BM PROPERTIES,90000
12996,2350,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,65000
12997,1750,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,60000
12998,1750,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,58000
12999,1350,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,45000
13000,1350,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,44000
13001,1350,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,41000
13002,1350,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,42000
13003,900,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,31000
13004,900,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,30000
13005,650,Apartment,2,Uttari Pitampura,Other,Bm properties,22000
13006,900,Independent Floor,3,Uttari Pitampura,Other,Bm properties,29000
13007,900,Independent Floor,3,Uttari Pitampura,Other,Bm properties,28000
13008,750,Independent Floor,2,Uttari Pitampura,Other,Bm properties,25000
13009,900,Independent Floor,2,Uttari Pitampura,Other,Bm properties,27000
13010,900,Independent Floor,3,Uttari Pitampura,Other,Bm properties,31000
13011,900,Independent Floor,3,Uttari Pitampura,Other,Bm properties,30000
13012,1350,Independent Floor,3,Uttari Pitampura,Other,Bm properties,46000
13013,1750,Independent Floor,3,Uttari Pitampura,Other,Bm properties,48000
13014,750,Independent Floor,2,Uttari Pitampura,Other,BM PROPERTIES,26000
13015,900,Independent Floor,3,Uttari Pitampura,Other,BM PROPERTIES,29000
13016,2350,Independent Floor,3,Uttari Pitampura,Other,Bm properties,65000
13017,1350,Independent Floor,3,Uttari Pitampura,Other,Bm properties,42000
13018,900,Independent Floor,3,Uttari Pitampura,Other,Bm properties,29500
13019,850,Independent Floor,2,Vaishali,Delhi East,DKS Realty Homes,14500
13020,1100,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,15000
13021,850,Independent Floor,2,Vaishali,Delhi East,DKS Realty Homes,12000
13022,1060,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,16500
13023,1060,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,15600
13024,985,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,14250
13025,1000,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,15000
13026,1510,Apartment,3,Vaishali,Delhi East,DKS Realty Homes,21000
13027,800,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,12000
13028,950,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,13000
13029,950,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,12000
13030,950,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,12500
13031,800,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,12500
13032,1150,Independent Floor,3,Vaishali,Delhi East,DKS Realty Homes,15000
13033,950,Independent Floor,2,Vaishali,Delhi East,DKS Realty Homes,15400
13034,900,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,15420
13035,2300,Independent Floor,4,Vaishali,Delhi East,DKS Realty Homes,29000
13036,1000,Apartment,2,Vaishali,Delhi East,DKS Realty Homes,14230
13037,1500,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13038,1200,Apartment,2,Vasant Kunj,Delhi South,Other,35000
13039,1600,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,60000
13040,1600,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13041,1500,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,40000
13042,1300,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13043,1450,Apartment,2,Vasant Kunj,Delhi South,Traditional Homes,40000
13044,1400,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,50000
13045,1300,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13046,1200,Apartment,2,Vasant Kunj,Delhi South,Traditional Homes,40000
13047,1500,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,42000
13048,1900,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,55000
13049,1540,Apartment,2,Vasant Kunj,Delhi South,Traditional Homes,45000
13050,1400,Apartment,2,Vasant Kunj,Delhi South,Traditional Homes,40000
13051,1550,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,55000
13052,1650,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,60000
13053,1100,Apartment,1,Vasant Kunj,Delhi South,Traditional Homes,32000
13054,1650,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13055,1650,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,55000
13056,1450,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,40600
13057,1700,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,60000
13058,1450,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13059,1350,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,42000
13060,1250,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,40000
13061,1250,Apartment,2,Vasant Kunj,Delhi South,Traditional Homes,34000
13062,1550,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,60000
13063,1450,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13064,1400,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,45000
13065,1500,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,50000
13066,1350,Apartment,3,Vasant Kunj,Delhi South,Traditional Homes,50000
13067,600,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,20000
13068,650,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,23000
13069,1700,Apartment,3,Vasant Kunj,Delhi South,Rent Realty India,45000
13070,700,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,23000
13071,750,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,27000
13072,600,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,22000
13073,1200,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,32000
13074,650,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,22500
13075,1150,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,35000
13076,650,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,22500
13077,2700,Independent Floor,3,Vasant Kunj,Delhi South,HR Associates,100000
13078,1200,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,34000
13079,2200,Apartment,4,Vasant Kunj,Delhi South,Rent Realty India,75000
13080,1600,Apartment,3,Vasant Kunj,Delhi South,Rent Realty India,48000
13081,1500,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,39000
13082,1800,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,65000
13083,2200,Apartment,4,Vasant Kunj,Delhi South,Rent Realty India,65000
13084,950,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,32000
13085,600,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,24000
13086,2200,Apartment,4,Vasant Kunj,Delhi South,Rent Realty India,65000
13087,1200,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,45000
13088,600,Apartment,1,Vasant Kunj,Delhi South,Rent Realty India,20000
13089,2000,Apartment,3,Vasant Kunj,Delhi South,Rent Realty India,65000
13090,2000,Apartment,3,Vasant Kunj,Delhi South,Rent Realty India,55000
13091,2200,Apartment,3,Vasant Kunj,Delhi South,Rent Realty India,65000
13092,1500,Apartment,3,Vasant Kunj,Delhi South,Rent Realty India,42000
13093,1000,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,38000
13094,1400,Apartment,3,Vasant Kunj,Delhi South,Rent Realty India,35000
13095,1000,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,34000
13096,900,Apartment,2,Vasant Kunj,Delhi South,Rent Realty India,36000
13097,1700,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,53000
13098,650,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,22000
13099,1150,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,32000
13100,1700,Apartment,4,Vasant Kunj,Delhi South,Radha Krishna Properties,55000
13101,850,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,23500
13102,2200,Apartment,4,Vasant Kunj,Delhi South,Radha Krishna Properties,60000
13103,2200,Apartment,4,Vasant Kunj,Delhi South,Radha Krishna Properties,70000
13104,1700,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,50000
13105,500,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,16500
13106,1700,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,56000
13107,1700,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,48000
13108,1150,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,35000
13109,900,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,27000
13110,650,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,23000
13111,1700,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,45000
13112,2000,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,60000
13113,1150,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,30000
13114,581,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,19000
13115,450,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,15500
13116,2200,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,64000
13117,1000,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,33500
13118,2000,Apartment,3,Vasant Kunj,Delhi South,Radha Krishna Properties,68000
13119,2200,Apartment,4,Vasant Kunj,Delhi South,Radha Krishna Properties,65000
13120,1000,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,29000
13121,900,Apartment,2,Vasant Kunj,Delhi South,Radha Krishna Properties,25000
13122,500,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,18500
13123,525,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,14500
13124,550,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,17500
13125,525,Apartment,1,Vasant Kunj,Delhi South,Radha Krishna Properties,13500
13126,1150,Apartment,2,Vasant Kunj,Delhi South,Arise Home,40000
13127,1550,Apartment,3,Vasant Kunj,Delhi South,Arise Home,39000
13128,1750,Apartment,3,Vasant Kunj,Delhi South,Arise Home,45000
13129,1650,Apartment,3,Vasant Kunj,Delhi South,Arise Home,49000
13130,600,Apartment,1,Vasant Kunj,Delhi South,Arise Home,19000
13131,1250,Apartment,2,Vasant Kunj,Delhi South,Arise Home,45000
13132,1650,Apartment,3,Vasant Kunj,Delhi South,Arise Home,42000
13133,600,Apartment,1,Vasant Kunj,Delhi South,Arise Home,23000
13134,900,Apartment,2,Vasant Kunj,Delhi South,Arise Home,35000
13135,600,Apartment,1,Vasant Kunj,Delhi South,Arise Home,22000
13136,1100,Apartment,3,Vasant Kunj,Delhi South,Arise Home,41000
13137,1650,Apartment,3,Vasant Kunj,Delhi South,Arise Home,45000
13138,600,Apartment,1,Vasant Kunj,Delhi South,Arise Home,18000
13139,600,Apartment,1,Vasant Kunj,Delhi South,Arise Home,21000
13140,1050,Apartment,2,Vasant Kunj,Delhi South,Arise Home,35000
13141,1000,Apartment,1,Vasant Kunj,Delhi South,Arise Home,30000
13142,580,Apartment,1,Vasant Kunj,Delhi South,Arise Home,21000
13143,1650,Apartment,3,Vasant Kunj,Delhi South,Arise Home,65000
13144,680,Apartment,1,Vasant Kunj,Delhi South,Arise Home,18600
13145,1050,Apartment,2,Vasant Kunj,Delhi South,Arise Home,30000
13146,1000,Apartment,1,Vasant Kunj,Delhi South,Arise Home,35000
13147,1050,Apartment,2,Vasant Kunj,Delhi South,Arise Home,32000
13148,580,Apartment,1,Vasant Kunj,Delhi South,Arise Home,20000
13149,650,Apartment,1,Vasant Kunj,Delhi South,Arise Home,18000
13150,1000,Apartment,2,Vasant Kunj,Delhi South,Arise Home,35000
13151,1050,Apartment,2,Vasant Kunj,Delhi South,Arise Home,36000
13152,600,Apartment,1,Vasant Kunj,Delhi South,Arise Home,20000
13153,1150,Apartment,2,Vasant Kunj,Delhi South,Arise Home,33000
13154,600,Apartment,1,Vasant Kunj,Delhi South,Arise Home,18500
13155,1050,Apartment,2,Vasant Kunj,Delhi South,Arise Home,38000
13156,1000,Apartment,2,Vasant Kunj,Delhi South,Arise Home,28000
13157,1000,Apartment,2,Vasant Kunj,Delhi South,Arise Home,30000
13158,800,Apartment,1,Vasant Kunj,Delhi South,Arise Home,24000
13159,3600,Independent Floor,3,Vasant Vihar,Delhi South,Property Hub,130000
13160,6500,Independent Floor,4,Vasant Vihar,Delhi South,Brickhouse Realty Solutions,425000
13161,3100,Independent Floor,4,Vasant Vihar,Delhi South,Brickhouse Realty Solutions,225000
13162,2200,Independent Floor,2,Vasant Vihar,Delhi South,Delhi dreams properties consultant,100000
13163,3600,Independent Floor,4,Vasant Vihar,Delhi South,India Homes,180000
13164,3600,Independent Floor,4,Vasant Vihar,Delhi South,India Homes,135000
13165,3600,Independent Floor,4,Vasant Vihar,Delhi South,India Homes,150000
13166,2700,Independent Floor,3,Vasant Vihar,Delhi South,India Homes,125000
13167,3600,Independent Floor,4,Vasant Vihar,Delhi South,India Homes,140000
13168,5000,Independent Floor,4,Vasant Vihar,Delhi South,Brickhouse Realty Solutions,250000
13169,6000,Independent Floor,5,Vasant Vihar,Delhi South,Brickhouse Realty Solutions,350000
